F1,,,100,名詞,一般,*,*,*,*,F1,エフワン,エフワン
六価クロム,,,100,名詞,一般,*,*,*,*,六価クロム,ロッカクロム,ロッカクロム
ポリモーフィズム,,,100,名詞,一般,*,*,*,*,ポリモーフィズム,ポリモーフィズム,ポリモーフィズム
